Id,FIPS_County,Title,Description,Start_Date,End_Date,End_Date_Known,Post_Date,Level,FIPS_State,State,State_Abbr,County,IsPositive,Agriculture,Business_And_Industry,Energy,Fire,Plants_And_Wildlife,Relief_Response_And_Restrictions,Society_And_Public_Health,Tourism_And_Recreation,Water_Supply_And_Quality,Total,Impact Source
57661,6055,"California state, federal water projects may offer low or no water allocations in the 2023 water year","California cities and farms were warned to expect little to no water from the state and federal water projects as the water storage in the coming year as water storage in the projects’ reservoirs was low. Water officials were preparing for the possibility of a fourth consecutive year of drought. 
San Francisco Chronicle (Calif.), Oct 3, 2022",10/3/2022,11/2/2022,estimated,10/3/2022,County,6,California,CA,Napa County,0,0,0,0,0,0,1,0,0,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57661
57661,6059,"California state, federal water projects may offer low or no water allocations in the 2023 water year","California cities and farms were warned to expect little to no water from the state and federal water projects as the water storage in the coming year as water storage in the projects’ reservoirs was low. Water officials were preparing for the possibility of a fourth consecutive year of drought. 
San Francisco Chronicle (Calif.), Oct 3, 2022",10/3/2022,11/2/2022,estimated,10/3/2022,County,6,California,CA,Orange County,0,0,0,0,0,0,1,0,0,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57661
57661,6063,"California state, federal water projects may offer low or no water allocations in the 2023 water year","California cities and farms were warned to expect little to no water from the state and federal water projects as the water storage in the coming year as water storage in the projects’ reservoirs was low. Water officials were preparing for the possibility of a fourth consecutive year of drought. 
San Francisco Chronicle (Calif.), Oct 3, 2022",10/3/2022,11/2/2022,estimated,10/3/2022,County,6,California,CA,Plumas County,0,0,0,0,0,0,1,0,0,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57661
57661,6065,"California state, federal water projects may offer low or no water allocations in the 2023 water year","California cities and farms were warned to expect little to no water from the state and federal water projects as the water storage in the coming year as water storage in the projects’ reservoirs was low. Water officials were preparing for the possibility of a fourth consecutive year of drought. 
San Francisco Chronicle (Calif.), Oct 3, 2022",10/3/2022,11/2/2022,estimated,10/3/2022,County,6,California,CA,Riverside County,0,0,0,0,0,0,1,0,0,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57661
57661,6067,"California state, federal water projects may offer low or no water allocations in the 2023 water year","California cities and farms were warned to expect little to no water from the state and federal water projects as the water storage in the coming year as water storage in the projects’ reservoirs was low. Water officials were preparing for the possibility of a fourth consecutive year of drought. 
San Francisco Chronicle (Calif.), Oct 3, 2022",10/3/2022,11/2/2022,estimated,10/3/2022,County,6,California,CA,Sacramento County,0,0,0,0,0,0,1,0,0,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57661
57661,6069,"California state, federal water projects may offer low or no water allocations in the 2023 water year","California cities and farms were warned to expect little to no water from the state and federal water projects as the water storage in the coming year as water storage in the projects’ reservoirs was low. Water officials were preparing for the possibility of a fourth consecutive year of drought. 
San Francisco Chronicle (Calif.), Oct 3, 2022",10/3/2022,11/2/2022,estimated,10/3/2022,County,6,California,CA,San Benito County,0,0,0,0,0,0,1,0,0,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57661
57661,6071,"California state, federal water projects may offer low or no water allocations in the 2023 water year","California cities and farms were warned to expect little to no water from the state and federal water projects as the water storage in the coming year as water storage in the projects’ reservoirs was low. Water officials were preparing for the possibility of a fourth consecutive year of drought. 
San Francisco Chronicle (Calif.), Oct 3, 2022",10/3/2022,11/2/2022,estimated,10/3/2022,County,6,California,CA,San Bernardino County,0,0,0,0,0,0,1,0,0,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57661
57661,6073,"California state, federal water projects may offer low or no water allocations in the 2023 water year","California cities and farms were warned to expect little to no water from the state and federal water projects as the water storage in the coming year as water storage in the projects’ reservoirs was low. Water officials were preparing for the possibility of a fourth consecutive year of drought. 
San Francisco Chronicle (Calif.), Oct 3, 2022",10/3/2022,11/2/2022,estimated,10/3/2022,County,6,California,CA,San Diego County,0,0,0,0,0,0,1,0,0,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57661
57661,6075,"California state, federal water projects may offer low or no water allocations in the 2023 water year","California cities and farms were warned to expect little to no water from the state and federal water projects as the water storage in the coming year as water storage in the projects’ reservoirs was low. Water officials were preparing for the possibility of a fourth consecutive year of drought. 
San Francisco Chronicle (Calif.), Oct 3, 2022",10/3/2022,11/2/2022,estimated,10/3/2022,County,6,California,CA,San Francisco County,0,0,0,0,0,0,1,0,0,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57661
57661,6077,"California state, federal water projects may offer low or no water allocations in the 2023 water year","California cities and farms were warned to expect little to no water from the state and federal water projects as the water storage in the coming year as water storage in the projects’ reservoirs was low. Water officials were preparing for the possibility of a fourth consecutive year of drought. 
San Francisco Chronicle (Calif.), Oct 3, 2022",10/3/2022,11/2/2022,estimated,10/3/2022,County,6,California,CA,San Joaquin County,0,0,0,0,0,0,1,0,0,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57661
57661,6079,"California state, federal water projects may offer low or no water allocations in the 2023 water year","California cities and farms were warned to expect little to no water from the state and federal water projects as the water storage in the coming year as water storage in the projects’ reservoirs was low. Water officials were preparing for the possibility of a fourth consecutive year of drought. 
San Francisco Chronicle (Calif.), Oct 3, 2022",10/3/2022,11/2/2022,estimated,10/3/2022,County,6,California,CA,San Luis Obispo County,0,0,0,0,0,0,1,0,0,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57661
57661,6081,"California state, federal water projects may offer low or no water allocations in the 2023 water year","California cities and farms were warned to expect little to no water from the state and federal water projects as the water storage in the coming year as water storage in the projects’ reservoirs was low. Water officials were preparing for the possibility of a fourth consecutive year of drought. 
San Francisco Chronicle (Calif.), Oct 3, 2022",10/3/2022,11/2/2022,estimated,10/3/2022,County,6,California,CA,San Mateo County,0,0,0,0,0,0,1,0,0,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57661
57661,6083,"California state, federal water projects may offer low or no water allocations in the 2023 water year","California cities and farms were warned to expect little to no water from the state and federal water projects as the water storage in the coming year as water storage in the projects’ reservoirs was low. Water officials were preparing for the possibility of a fourth consecutive year of drought. 
San Francisco Chronicle (Calif.), Oct 3, 2022",10/3/2022,11/2/2022,estimated,10/3/2022,County,6,California,CA,Santa Barbara County,0,0,0,0,0,0,1,0,0,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57661
57661,6085,"California state, federal water projects may offer low or no water allocations in the 2023 water year","California cities and farms were warned to expect little to no water from the state and federal water projects as the water storage in the coming year as water storage in the projects’ reservoirs was low. Water officials were preparing for the possibility of a fourth consecutive year of drought. 
San Francisco Chronicle (Calif.), Oct 3, 2022",10/3/2022,11/2/2022,estimated,10/3/2022,County,6,California,CA,Santa Clara County,0,0,0,0,0,0,1,0,0,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57661
57661,6089,"California state, federal water projects may offer low or no water allocations in the 2023 water year","California cities and farms were warned to expect little to no water from the state and federal water projects as the water storage in the coming year as water storage in the projects’ reservoirs was low. Water officials were preparing for the possibility of a fourth consecutive year of drought. 
San Francisco Chronicle (Calif.), Oct 3, 2022",10/3/2022,11/2/2022,estimated,10/3/2022,County,6,California,CA,Shasta County,0,0,0,0,0,0,1,0,0,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57661
57661,6095,"California state, federal water projects may offer low or no water allocations in the 2023 water year","California cities and farms were warned to expect little to no water from the state and federal water projects as the water storage in the coming year as water storage in the projects’ reservoirs was low. Water officials were preparing for the possibility of a fourth consecutive year of drought. 
San Francisco Chronicle (Calif.), Oct 3, 2022",10/3/2022,11/2/2022,estimated,10/3/2022,County,6,California,CA,Solano County,0,0,0,0,0,0,1,0,0,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57661
57661,6097,"California state, federal water projects may offer low or no water allocations in the 2023 water year","California cities and farms were warned to expect little to no water from the state and federal water projects as the water storage in the coming year as water storage in the projects’ reservoirs was low. Water officials were preparing for the possibility of a fourth consecutive year of drought. 
San Francisco Chronicle (Calif.), Oct 3, 2022",10/3/2022,11/2/2022,estimated,10/3/2022,County,6,California,CA,Sonoma County,0,0,0,0,0,0,1,0,0,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57661
57661,6099,"California state, federal water projects may offer low or no water allocations in the 2023 water year","California cities and farms were warned to expect little to no water from the state and federal water projects as the water storage in the coming year as water storage in the projects’ reservoirs was low. Water officials were preparing for the possibility of a fourth consecutive year of drought. 
San Francisco Chronicle (Calif.), Oct 3, 2022",10/3/2022,11/2/2022,estimated,10/3/2022,County,6,California,CA,Stanislaus County,0,0,0,0,0,0,1,0,0,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57661
57661,6101,"California state, federal water projects may offer low or no water allocations in the 2023 water year","California cities and farms were warned to expect little to no water from the state and federal water projects as the water storage in the coming year as water storage in the projects’ reservoirs was low. Water officials were preparing for the possibility of a fourth consecutive year of drought. 
San Francisco Chronicle (Calif.), Oct 3, 2022",10/3/2022,11/2/2022,estimated,10/3/2022,County,6,California,CA,Sutter County,0,0,0,0,0,0,1,0,0,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57661
57661,6103,"California state, federal water projects may offer low or no water allocations in the 2023 water year","California cities and farms were warned to expect little to no water from the state and federal water projects as the water storage in the coming year as water storage in the projects’ reservoirs was low. Water officials were preparing for the possibility of a fourth consecutive year of drought. 
San Francisco Chronicle (Calif.), Oct 3, 2022",10/3/2022,11/2/2022,estimated,10/3/2022,County,6,California,CA,Tehama County,0,0,0,0,0,0,1,0,0,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57661
57661,6107,"California state, federal water projects may offer low or no water allocations in the 2023 water year","California cities and farms were warned to expect little to no water from the state and federal water projects as the water storage in the coming year as water storage in the projects’ reservoirs was low. Water officials were preparing for the possibility of a fourth consecutive year of drought. 
San Francisco Chronicle (Calif.), Oct 3, 2022",10/3/2022,11/2/2022,estimated,10/3/2022,County,6,California,CA,Tulare County,0,0,0,0,0,0,1,0,0,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57661
57661,6109,"California state, federal water projects may offer low or no water allocations in the 2023 water year","California cities and farms were warned to expect little to no water from the state and federal water projects as the water storage in the coming year as water storage in the projects’ reservoirs was low. Water officials were preparing for the possibility of a fourth consecutive year of drought. 
San Francisco Chronicle (Calif.), Oct 3, 2022",10/3/2022,11/2/2022,estimated,10/3/2022,County,6,California,CA,Tuolumne County,0,0,0,0,0,0,1,0,0,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57661
57661,6111,"California state, federal water projects may offer low or no water allocations in the 2023 water year","California cities and farms were warned to expect little to no water from the state and federal water projects as the water storage in the coming year as water storage in the projects’ reservoirs was low. Water officials were preparing for the possibility of a fourth consecutive year of drought. 
San Francisco Chronicle (Calif.), Oct 3, 2022",10/3/2022,11/2/2022,estimated,10/3/2022,County,6,California,CA,Ventura County,0,0,0,0,0,0,1,0,0,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57661
57661,6113,"California state, federal water projects may offer low or no water allocations in the 2023 water year","California cities and farms were warned to expect little to no water from the state and federal water projects as the water storage in the coming year as water storage in the projects’ reservoirs was low. Water officials were preparing for the possibility of a fourth consecutive year of drought. 
San Francisco Chronicle (Calif.), Oct 3, 2022",10/3/2022,11/2/2022,estimated,10/3/2022,County,6,California,CA,Yolo County,0,0,0,0,0,0,1,0,0,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57661
57634,6029,Whiskey Flat reappeared as California's Lake Isabella dwindled,"As Lake Isabella in Central California drops to 8% capacity, the remnants of Whiskey Flat have reappeared. Dating back to the Gold Rush era, the town was witness to gold discoveries, rivalries and much Old West history.
SFGate (San Francisco, Calif.), Sept 6, 2022",9/6/2022,10/6/2022,estimated,9/22/2022,County,6,California,CA,Kern County,0,0,0,0,0,0,0,1,1,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57634
57622,6055,"Tree die-off emergency in Napa County, California","California's Napa County declared a local state of emergency due to high tree mortality from drought. The county seeks state and federal resources to remove dead and dying trees that could fuel wildfires.
Napa County Register (Calif.), Sept 14, 2022",9/30/2020,9/16/2022,reported,9/20/2022,County,6,California,CA,Napa County,0,0,0,0,0,1,1,0,0,0,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57622
57547,6049,"Irrigation season at an end for the Klamath Irrigation District in Southern Oregon, Northern California","Klamath Basin farmers along the Oregon-California border learned from the U.S. Bureau of Reclamation on Aug. 18 that they were at the end of their water from Upper Klamath Lake for the 2022 irrigation season. The executive director of the Klamath Water Users Association stated that irrigators were frustrated because they have gotten mixed messages about water delivery amounts this year.
“There’s been just quite a lot of changing of information and expectations created and changed that have made this extremely troubling and not well received,” he said. 
The wet spring gave farmers hope that more irrigation water could be offered, but in the end, farmers received just 20%. Crops may die prematurely this season. 
Oregon Public Broadcasting (Portland, Ore.), Aug 19, 2022",8/19/2022,9/18/2022,estimated,8/24/2022,County,6,California,CA,Modoc County,0,1,0,0,0,0,1,1,0,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57547
57547,6093,"Irrigation season at an end for the Klamath Irrigation District in Southern Oregon, Northern California","Klamath Basin farmers along the Oregon-California border learned from the U.S. Bureau of Reclamation on Aug. 18 that they were at the end of their water from Upper Klamath Lake for the 2022 irrigation season. The executive director of the Klamath Water Users Association stated that irrigators were frustrated because they have gotten mixed messages about water delivery amounts this year.
“There’s been just quite a lot of changing of information and expectations created and changed that have made this extremely troubling and not well received,” he said. 
The wet spring gave farmers hope that more irrigation water could be offered, but in the end, farmers received just 20%. Crops may die prematurely this season. 
Oregon Public Broadcasting (Portland, Ore.), Aug 19, 2022",8/19/2022,9/18/2022,estimated,8/24/2022,County,6,California,CA,Siskiyou County,0,1,0,0,0,0,1,1,0,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57547
57548,6049,"Klamath Irrigation District in southern Oregon, Northern California intends to keep taking water, changed plans","The Klamath Irrigation District complied with a government order to end water deliveries to farmers in southern Oregon and Northern California. A federal official warned that millions in drought funding would be withheld if they did not close the canal.
The Associated Press (New York), Aug 24, 2022

The Klamath Irrigation District is out of water, according to the U.S. Bureau of Reclamation, but the irrigation district’s water managers authorized the district’s manager to continue operations, as reported by Capital Press. 
The Bureau said that irrigators would receive 15% of full demand starting on April 15. If inflows to Upper Klamath Lake exceeded expectations, irrigators would receive 50% of the additional water. Precipitation was above average in May and June.
Losing water at this point in the growing season could mean severely reduced alfalfa production and the loss of row crops like potatoes and onions.
The Klamath Tribes sued the Bureau in May, claiming any water diverted from Upper Klamath Lake for irrigation in 2022 threatens the survival of suckers amid the drought.
The Associated Press (New York), Aug 23, 2022",8/18/2022,9/17/2022,estimated,8/24/2022,County,6,California,CA,Modoc County,0,1,0,0,0,0,1,1,0,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57548
57548,6093,"Klamath Irrigation District in southern Oregon, Northern California intends to keep taking water, changed plans","The Klamath Irrigation District complied with a government order to end water deliveries to farmers in southern Oregon and Northern California. A federal official warned that millions in drought funding would be withheld if they did not close the canal.
The Associated Press (New York), Aug 24, 2022

The Klamath Irrigation District is out of water, according to the U.S. Bureau of Reclamation, but the irrigation district’s water managers authorized the district’s manager to continue operations, as reported by Capital Press. 
The Bureau said that irrigators would receive 15% of full demand starting on April 15. If inflows to Upper Klamath Lake exceeded expectations, irrigators would receive 50% of the additional water. Precipitation was above average in May and June.
Losing water at this point in the growing season could mean severely reduced alfalfa production and the loss of row crops like potatoes and onions.
The Klamath Tribes sued the Bureau in May, claiming any water diverted from Upper Klamath Lake for irrigation in 2022 threatens the survival of suckers amid the drought.
The Associated Press (New York), Aug 23, 2022",8/18/2022,9/17/2022,estimated,8/24/2022,County,6,California,CA,Siskiyou County,0,1,0,0,0,0,1,1,0,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57548
57549,6093,"Irrigators continued to draw water from Shasta River in Northern California, despite curtailment order","California’s State Water Resources Control Board warned Shasta River watershed farmers and ranchers in Northern California to stop diverting water. If the association does not request a hearing within 20 days, the order becomes final. The organization could be fined up to $10,000 daily. The diversions continued. 
On Aug. 17 and 18, the Shasta River flow fell to about half of the minimum emergency flow requirement of 50 cubic feet per second, per state data. 
The Associated Press (New York), Aug 24, 2022",8/17/2022,9/16/2022,estimated,8/24/2022,County,6,California,CA,Siskiyou County,0,1,0,0,0,1,1,1,0,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57549
57517,6007,Dry wells in Northern California,"In the past month, 11 additional wells have gone dry in Butte County and been reported to the California Department of Water Resources. The newly dry wells bring Butte County’s total to 39 in the past year and 98 altogether. 
Glenn County has had a total of 105 dry wells, while Tehama County has had 229, according to the DWR.
The Mercury News (San Jose, Calif.), Aug 14, 2022",8/15/2021,8/14/2022,reported,8/15/2022,County,6,California,CA,Butte County,0,0,0,0,0,0,0,1,0,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57517
57517,6021,Dry wells in Northern California,"In the past month, 11 additional wells have gone dry in Butte County and been reported to the California Department of Water Resources. The newly dry wells bring Butte County’s total to 39 in the past year and 98 altogether. 
Glenn County has had a total of 105 dry wells, while Tehama County has had 229, according to the DWR.
The Mercury News (San Jose, Calif.), Aug 14, 2022",8/15/2021,8/14/2022,reported,8/15/2022,County,6,California,CA,Glenn County,0,0,0,0,0,0,0,1,0,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57517
57517,6103,Dry wells in Northern California,"In the past month, 11 additional wells have gone dry in Butte County and been reported to the California Department of Water Resources. The newly dry wells bring Butte County’s total to 39 in the past year and 98 altogether. 
Glenn County has had a total of 105 dry wells, while Tehama County has had 229, according to the DWR.
The Mercury News (San Jose, Calif.), Aug 14, 2022",8/15/2021,8/14/2022,reported,8/15/2022,County,6,California,CA,Tehama County,0,0,0,0,0,0,0,1,0,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57517
57507,6081,Low creek flows closed Portola Redwoods State Park in California,"Portola Redwoods State Park will close its campground facilities with 55 sites on Aug. 5 through the remainder of the season due to low flows in its main water supply, Peters Creek. Park operations rely on the water for restrooms, showers, drinking water and fire suppression. Drought forced similar closures in 2014, 2015, and 2021.
SFGate (San Francisco, Calif.), July 26, 2022",8/5/2022,11/1/2022,reported,8/3/2022,County,6,California,CA,San Mateo County,0,0,0,0,0,0,1,1,1,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57507
57429,6079,Water conservation measures in use at the Hearst Castle in California,"Hearst Castle changed its operations to conserve water due to limited resources and for firefighting. The restrooms at the Visitor Center were closed and replaced with portable chemical toilets. Bus and vehicle washing was suspended, and irrigation around the Visitor Center ended. The restrooms at Hearst Beach were also replaced with portable toilets. 
Hearst Castle began operating under water restrictions in May in accordance with its Drought Contingency Plan.
KSBY-TV San Luis Obispo (Calif.), July 12, 2022",5/15/2022,7/12/2022,reported,7/12/2022,County,6,California,CA,San Luis Obispo County,0,0,0,0,0,0,1,0,1,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57429
57392,6109,"Drought, wildfire concerns led some cities to forego the fireworks this year","A number of cities in the West will forego fireworks this year, some due to drought and wildfire concerns, but others due to short-staffing or supply chain issues. 
Demand for fireworks was almost nonexistent during the pandemic, but suddenly demand for them is high, leading to problems with overseas shipping, transportation in the U.S., rising insurance costs and labor shortages, which have all contributed to the canceled displays.
•	Phoenix canceled its three major displays because they couldn’t get professional-grade fireworks
•	Flagstaff, AZ will have a new laser light show instead of fireworks
•	The Lake Don Pedro display in California was canceled due to drought and the low lake level
•	Wildfire concerns caused cancellations in Lompoc, CA and Castle Rock, CO
•	Albuquerque and Santa Fe in NM are go for fireworks, despite the immense wildfire activity that the state has seen this year 
Associated Press News (New York), June 27, 2022",6/27/2022,7/4/2022,reported,7/4/2022,County,6,California,CA,Tuolumne County,0,0,0,0,1,0,1,0,1,0,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57392
57393,6005,Private forestland in northern California closed to public,"Sierra Pacific Industries, owner of more than 2 million acres of timberland in California, Oregon and Washington, closed its California forestlands on July 1 due to “extreme drought conditions and increasing risk of wildfire.” 
San Francisco Chronicle (Calif.), June 26, 2022",7/1/2022,7/31/2022,estimated,7/4/2022,County,6,California,CA,Amador County,0,0,0,0,1,0,1,1,1,0,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57393
57393,6009,Private forestland in northern California closed to public,"Sierra Pacific Industries, owner of more than 2 million acres of timberland in California, Oregon and Washington, closed its California forestlands on July 1 due to “extreme drought conditions and increasing risk of wildfire.” 
San Francisco Chronicle (Calif.), June 26, 2022",7/1/2022,7/31/2022,estimated,7/4/2022,County,6,California,CA,Calaveras County,0,0,0,0,1,0,1,1,1,0,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57393
57393,6017,Private forestland in northern California closed to public,"Sierra Pacific Industries, owner of more than 2 million acres of timberland in California, Oregon and Washington, closed its California forestlands on July 1 due to “extreme drought conditions and increasing risk of wildfire.” 
San Francisco Chronicle (Calif.), June 26, 2022",7/1/2022,7/31/2022,estimated,7/4/2022,County,6,California,CA,El Dorado County,0,0,0,0,1,0,1,1,1,0,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57393
57393,6035,Private forestland in northern California closed to public,"Sierra Pacific Industries, owner of more than 2 million acres of timberland in California, Oregon and Washington, closed its California forestlands on July 1 due to “extreme drought conditions and increasing risk of wildfire.” 
San Francisco Chronicle (Calif.), June 26, 2022",7/1/2022,7/31/2022,estimated,7/4/2022,County,6,California,CA,Lassen County,0,0,0,0,1,0,1,1,1,0,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57393
57393,6057,Private forestland in northern California closed to public,"Sierra Pacific Industries, owner of more than 2 million acres of timberland in California, Oregon and Washington, closed its California forestlands on July 1 due to “extreme drought conditions and increasing risk of wildfire.” 
San Francisco Chronicle (Calif.), June 26, 2022",7/1/2022,7/31/2022,estimated,7/4/2022,County,6,California,CA,Nevada County,0,0,0,0,1,0,1,1,1,0,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57393
57393,6061,Private forestland in northern California closed to public,"Sierra Pacific Industries, owner of more than 2 million acres of timberland in California, Oregon and Washington, closed its California forestlands on July 1 due to “extreme drought conditions and increasing risk of wildfire.” 
San Francisco Chronicle (Calif.), June 26, 2022",7/1/2022,7/31/2022,estimated,7/4/2022,County,6,California,CA,Placer County,0,0,0,0,1,0,1,1,1,0,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57393
57393,6063,Private forestland in northern California closed to public,"Sierra Pacific Industries, owner of more than 2 million acres of timberland in California, Oregon and Washington, closed its California forestlands on July 1 due to “extreme drought conditions and increasing risk of wildfire.” 
San Francisco Chronicle (Calif.), June 26, 2022",7/1/2022,7/31/2022,estimated,7/4/2022,County,6,California,CA,Plumas County,0,0,0,0,1,0,1,1,1,0,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57393
57393,6089,Private forestland in northern California closed to public,"Sierra Pacific Industries, owner of more than 2 million acres of timberland in California, Oregon and Washington, closed its California forestlands on July 1 due to “extreme drought conditions and increasing risk of wildfire.” 
San Francisco Chronicle (Calif.), June 26, 2022",7/1/2022,7/31/2022,estimated,7/4/2022,County,6,California,CA,Shasta County,0,0,0,0,1,0,1,1,1,0,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57393
57393,6091,Private forestland in northern California closed to public,"Sierra Pacific Industries, owner of more than 2 million acres of timberland in California, Oregon and Washington, closed its California forestlands on July 1 due to “extreme drought conditions and increasing risk of wildfire.” 
San Francisco Chronicle (Calif.), June 26, 2022",7/1/2022,7/31/2022,estimated,7/4/2022,County,6,California,CA,Sierra County,0,0,0,0,1,0,1,1,1,0,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57393
57393,6103,Private forestland in northern California closed to public,"Sierra Pacific Industries, owner of more than 2 million acres of timberland in California, Oregon and Washington, closed its California forestlands on July 1 due to “extreme drought conditions and increasing risk of wildfire.” 
San Francisco Chronicle (Calif.), June 26, 2022",7/1/2022,7/31/2022,estimated,7/4/2022,County,6,California,CA,Tehama County,0,0,0,0,1,0,1,1,1,0,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57393
57393,6109,Private forestland in northern California closed to public,"Sierra Pacific Industries, owner of more than 2 million acres of timberland in California, Oregon and Washington, closed its California forestlands on July 1 due to “extreme drought conditions and increasing risk of wildfire.” 
San Francisco Chronicle (Calif.), June 26, 2022",7/1/2022,7/31/2022,estimated,7/4/2022,County,6,California,CA,Tuolumne County,0,0,0,0,1,0,1,1,1,0,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57393
57382,6075,"Water conservation urged in San Francisco, California","The San Francisco Public Utilities Commission, the primary water provider for 2.7 million residents and businesses in the Bay Area, acted on May 24 to further reduce systemwide water use as urged by Governor Gavin Newsom and the State Quality Control board. The commission was pushing for an 11% systemwide use reduction.
The Mercury News (San Jose, Calif.), June 30, 2022",5/24/2022,12/31/2022,reported,7/1/2022,County,6,California,CA,San Francisco County,0,0,0,0,0,0,1,0,0,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57382
57372,6093,Less water affects Tule Lake National Wildlife Refuge in northern California,"The Tule Lake National Wildlife Refuge is getting less water as it has for the past three years. Less water means less habitat for fewer migrating birds. There is less nesting and fewer bird species. 
Farmers are also leaving fields fallow for lack of water. Without work, laborers move away to find work. The local economy shrinks as there are fewer people to spend their hard-earned money.
Mount Shasta News (Calif.), June 29, 2022",1/1/2020,12/31/2022,reported,6/30/2022,County,6,California,CA,Siskiyou County,0,1,1,0,0,1,1,0,1,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57372
57373,6065,Fire danger rating increased for San Bernardino National Forest in California,"The San Bernardino National Forest increased its fire danger level to “very high” on June 28 before the Fourth of July holiday weekend. Persistent hot, dry weather, below-normal moisture levels in fuels and severe drought conditions were reasons given for the change.
San Bernardino Sun (Calif.), June 29, 2022",6/29/2022,7/29/2022,estimated,6/30/2022,County,6,California,CA,Riverside County,0,0,0,0,1,0,1,0,0,0,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57373
57373,6071,Fire danger rating increased for San Bernardino National Forest in California,"The San Bernardino National Forest increased its fire danger level to “very high” on June 28 before the Fourth of July holiday weekend. Persistent hot, dry weather, below-normal moisture levels in fuels and severe drought conditions were reasons given for the change.
San Bernardino Sun (Calif.), June 29, 2022",6/29/2022,7/29/2022,estimated,6/30/2022,County,6,California,CA,San Bernardino County,0,0,0,0,1,0,1,0,0,0,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57373
57374,6037,Parts of Angeles National Forest in Southern California closed for holiday,"Some areas of the Angeles National Forest were temporarily closed for the Fourth of July weekend. The Millard Campground will be closed from July 1 to July 7, and vehicular traffic will be temporarily closed at the Chaney Road gate leading to the Millard Day Use Area. 
San Bernardino Sun (Calif.), June 29, 2022",6/29/2022,7/7/2022,reported,6/30/2022,County,6,California,CA,Los Angeles County,0,0,0,0,1,0,1,0,1,0,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57374
