Id,FIPS_State,Title,Description,Start_Date,End_Date,End_Date_Known,Post_Date,Level,State,State_Abbr,IsPositive,Agriculture,Business_And_Industry,Energy,Fire,Plants_And_Wildlife,Relief_Response_And_Restrictions,Society_And_Public_Health,Tourism_And_Recreation,Water_Supply_And_Quality,Total,FREQUENCY,Impact Source,x,y
57916,6,Most forage production down in the U.S. in 2022,"Almost all forage production measures were down in 2022, compared to the previous year, with just a few exceptions. On December 1, dry hay stocks were about 71.9 million tons, for the lowest point since 1954 overall. Stocks were at a level not seen in the era of modern hay production and far below the levels seen during the first 10 years of this century. In May 2022, hay stocks were down 18%, or about 3.7 million tons, compared to 2021.
Of the major hay-producing states, the largest inventory drops occurred in those that were most affected by drought in 2022, such as Texas, Nebraska, Colorado, Oklahoma and Georgia. 
Hay & Forage Grower (Fort Atkinson, Wis.)
Jan 17, 2023",1/1/2022,12/17/2022,reported,1/19/2023,State,California,CA,0,1,0,0,0,1,0,0,0,0,1,51,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57916,,
57915,6,Drought lowered crop production in 2022 in Nebraska and the U.S.,"In 2022, Nebraska’s corn crop was 1.46 billion bushels of corn, down 22% from 2021. The 22% drop in corn production was the largest among the country’s five major corn growing states. Iowa, Illinois, Minnesota and Indiana all had corn production declines of 5% or less last year, according to the USDA. Nationwide, the USDA reported that corn for grain production in 2022 was estimated at 13.7 billion bushels, or 9% less than the previous year.
Drought increased the amount of corn acreage harvested for silage to 430,000 acres, or 170,000 acres more than in 2021. 
Nebraska soybean production for 2022 was 278 million bushels, down 21% from 2021. Yield was 49.0 bushels per acre and was 14.0 bushels lower than a year earlier. Nationwide soybean production was 4.28 billion bushels, down 4% from 2021.
Nebraska’s sorghum for grain production in 2022 is estimated at 6.88 million bushels, down 65% from 2021. Yield, at 55.0 bushels per acre, was down 31.0 bushels from a year earlier. Sorghum for silage production was 698,000 tons, up 55% from 2021.
Nebraska’s alfalfa hay production was 2.45 million tons, down 34% from 2021. The average yield, at 3.10 tons per acre, is down 1.00 ton per acre from 2021. 
Alfalfa haylage and greenchop production was 68,000 tons, or 35% lower than last year. Average yield was 2.70 tons per acre, 1.50 tons per acre lower than last year. 
All other hay production amounted to 1.89 million tons, a decrease of 26% from last year. The average yield was 1.40 tons per acre, down 0.15 ton per acre from 2021. All other haylage and greenchop production was 200,000 tons, or down 9% from last year.
Due to drought, Nebraska hay stocks on farm was 3 million tons, down 35% from last year. Hay stocks going into 2023 are at a record low in California, Colorado, and Nebraska according to the USDA. Stocks were down 9% across the U.S. — and down 37% in Texas — compared to last year. Meanwhile, they’re up more than 57% in North Dakota.
The Grand Island Independent (Neb.), Jan 17, 2023",1/1/2022,12/31/2022,reported,1/18/2023,State,California,CA,0,1,0,0,0,1,0,0,0,0,1,51,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57915,,
57909,6,"High feed costs, drought made 2022 challenging for cattle farmers","High feed costs and continued drought made 2022 a challenging one for cattle producers in the U.S. The cattle inventory continued to decrease, with many industry experts forecasting the inventory to be down 4% to 5% on Jan. 1, 2023, compared to last year, which was 2% less than the Jan. 1, 2021, inventory. 
Marketings of fed cattle outpaced placements of cattle on feed for much of 2022, indicating that farmers were culling cattle and reducing herd size. It was mostly due to farmers facing high feed costs and extreme drought conditions, especially in the West and Southern Plains.
AgUpdate (Tekamah, Neb.), Jan 12, 2023",1/1/2022,12/31/2022,reported,1/12/2023,State,California,CA,0,1,0,0,0,1,0,0,0,0,1,51,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57909,,
57900,6,Drought among the 18 billion-dollar disasters in 2022,"The U.S. was affected by 18 billion-dollar disasters in 2022 with at least $165 billion in damage. Hurricane Ian was the costliest disaster at nearly $113 million. An intense summer heat wave and drought in the West was the second-costliest disaster, with a price tag of about $22.2 billion in damages. The cost of the damage in 2022 was the third highest on record, after 2020 and 2021, but the figure for 2022 may rise several billion dollars once the damage from the late-December blizzard and cold spell were assessed and included. 
CNN (Atlanta, Ga.), Jan 10, 2022",1/1/2022,12/31/2022,reported,1/11/2023,State,California,CA,0,1,1,0,0,1,0,0,1,1,1,51,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57900,,
57890,6,Drought among factors leading California almond growers to reduce acreage,"Almond growers in California struggled with drought, supply issues and inflation this year. The oversupply of almonds led some growers to reduce acreage by 25,000 acres the previous month, according to Land IQ. 
KERO-TV ABC 23 Bakersfield-Turn to 23 (Bakersfield, Calif.), Dec 19, 2022",1/1/2022,12/19/2022,reported,12/20/2022,State,California,CA,0,1,0,0,0,1,0,0,0,0,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57890,,
57874,6,Record number of domestic wells running dry in California,"Drought and the overpumping of wells have led to record numbers of domestic wells running dry in California. This year alone 1,391 wells were reported as going dry, almost a 40% increase over the same time last year, and the highest annual number reported since 2013, when the California Department of Water Resources. Since reporting is voluntary, the actual number of dry wells is likely higher than reported. 
The well failures were highest in Fresno, Madera, Tulare and Tehama counties. About 1,600 households were receiving water assistance and another couple hundred were relying on community water tanks. Some residents in the Central Valley have used water from temporary storage tanks for more than five years. 
About half of the 3,700 wells monitored by the state were either below normal, much below normal or at a record low.
Los Angeles Times (Calif.), Dec 8, 2022",1/1/2022,12/8/2022,reported,12/9/2022,State,California,CA,0,0,0,0,0,0,1,1,0,1,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57874,,
57860,6,"Water held in Lake Powell until spring runoff 2023, then sent to Lake Mead over the summer","The U.S. Bureau of Reclamation began reducing water releases from the Glen Canyon Dam to keep more water in Lake Powell until spring runoff begins. From December 2022 through April 2023, the monthly adjustments will amount to 523,000 acre-feet, which will increase the level of Lake Powell by nearly 10 feet. That volume of water will be sent to Lake Mead from June 2023 to September 2023. These adjustments are compatible with the Drought Response Operations Agreement, signed in 2019. A Drought Response Operations Plan is also in the works for 2023 and will incorporate information about additional water releases to Lake Powell. 
ABC4 (Salt Lake City, Utah), Dec 2, 2022",12/2/2022,9/30/2023,reported,12/6/2022,State,California,CA,0,0,0,0,0,0,1,0,0,1,1,3,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57860,,
57851,6,Nearly 20% of California water agencies may run short in the near future,"A survey of California urban water agencies representing about 90% of the state’s population showed that about 18%, or 73 of the 414 water suppliers, indicated that they will soon face potential shortages. Most of the agencies that reported potential water shortages are in California’s most populated hydrologic areas, like Los Angeles, Orange County, San Diego and the San Francisco Bay Area. The Metropolitan Water District of Southern California reported a potential shortage of 43%, but does not take into account the emergency conservation orders in place, like banning outdoor watering, and stored water.
CNN (Atlanta, Ga.), Nov 30, 2022",11/30/2022,12/30/2022,estimated,12/1/2022,State,California,CA,0,0,0,0,0,0,1,0,0,1,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57851,,
57841,6,"U.S. Bureau of Reclamation warned California cities, industrial users to prepare for fourth dry year","California cities and industrial users were warned by the US Bureau of Reclamation to prepare for a fourth dry year with possible ""conservation actions"" as drought persists despite early rains. Water storage was near historic lows, with Shasta Reservoir, the largest reservoir in the Central Valley Project, was at 31% of capacity. The rainy season generally begins in October and runs through March or April. 
Reuters (New York), Nov 28, 2022",11/28/2022,12/28/2022,estimated,11/29/2022,State,California,CA,0,0,1,0,0,0,1,0,0,1,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57841,,
57834,6,Drought reduced California's irrigated farmland more in 2022 than in 2021,"California’s irrigated farmland was reduced by 752,000 acres, or nearly 10%, in 2022 compared to 2019, a wetter year. An estimated 563,000 acres of farmland were fallowed last year. Much of the fallowed land is in the northern Central Valley. California’s main rice-growing areas in Sutter, Colusa and Glenn counties were harshly affected with about 267,000 acres fallowed this year. 
Gross crop revenues dropped $1.7 billion, or 4.6%, this year. Revenues of the state’s food processing and manufacturing industries declined nearly $3.5 billion, or 7.8%.
Los Angeles Times , Nov 23, 2022",1/1/2021,12/31/2022,reported,11/23/2022,State,California,CA,0,1,0,0,0,1,1,0,0,1,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57834,,
57826,6,Central Plains drought reduced sorghum crop,"Historic drought in the Central Plains reduced yields to the lowest since the hybridization of the crop, according to the Chairmen of National Sorghum Producers. November’s sorghum production fell nearly 9 million bushels from October to 235.8 million as listed in the latest U.S. Department of Agriculture report.
BrownfieldOnline (Jefferson City, Mo.), Nov 21, 2022",1/1/2022,12/31/2022,reported,11/21/2022,State,California,CA,0,1,0,0,0,0,0,0,0,0,1,51,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57826,,
57823,6,Data centers in western U.S. becoming more conscientious about water use,"With much of the western U.S. in drought, heavy water users in that part of the country are rethinking their cooling method. An average data center can use 300,000 gallons of water per day, and an estimated one in five data centers gets its water from stressed watersheds mostly in the West.
CNBC (Englewood Cliffs, N.J.), Nov 15, 2022",11/15/2022,12/15/2022,estimated,11/20/2022,State,California,CA,0,0,1,0,0,0,1,0,0,1,1,11,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57823,,
57819,6,Some cities in the West getting rid of grass to save water,"A group of 30 agencies that supply water to homes and businesses in the western United States has committed to getting rid of decorative grass to conserve water. The agreement did not specify the amount of water to be saved, but cities use about one-fifth of the water from the Colorado River. 
The Associated Press (New York), Nov 17, 2022",11/15/2022,12/15/2022,estimated,11/18/2022,State,California,CA,0,0,0,0,0,0,1,1,0,1,1,7,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57819,,
57763,6,Legal alert issued to help Californians avoid water shutoffs,"An estimated 40% increase in the price of certain types of water transactions in 2022 and the roughly 1.6 million Californians who were behind on their water bill payments as of January 2021 prompted the California Department of Justice to issue a “legal alert” to help protect people from water shutoffs. Drought, rising prices and the effects of the pandemic combined to leave too many people unable to pay their bills.
KPIX-TV CBS 5 San Francisco (Calif.), Oct 26, 2022",1/31/2021,10/26/2022,reported,10/27/2022,State,California,CA,0,0,0,0,0,0,1,0,0,1,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57763,,
57698,6,Payments for water cuts in the Colorado River Basin,"The Biden administration announced that it intends to pay Colorado River water users to leave water in Lake Mead through $4 billion from the Inflation Reduction Act. Applicants can receive a fixed amount of money per acre-foot of water, depending on how long they can agree to leave the water in Lake Mead. Some stakeholders were considering lowering their water use by hundreds of thousands of acre-feet annually. 
CNN (Atlanta, Ga.), Oct. 12, 2022",10/12/2022,11/11/2022,estimated,10/13/2022,State,California,CA,0,0,0,0,0,0,1,0,0,1,1,7,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57698,,
57681,6,Low water supplies in California hurt summer crops and drive up prices,"Low rain and snowfall in California and reduced water supplies from the Colorado River in Southern California caused tomatoes and onions to shrivel and jeopardized the growing of leafy greens in the winter. Produce prices were rising in grocery stores, and U.S. inflation has risen to its highest level in 40 years. 
California grows about 30% of the processing tomatoes used worldwide. In August the U.S. Department of Agriculture lowered the 2022 forecast to 10.5 million tons, a drop of 10% from its estimate of 12.2 million tons earlier in the year. 
Reuters (New York), Oct. 10, 2022",1/1/2022,1/31/2022,estimated,10/11/2022,State,California,CA,0,1,0,0,0,0,1,1,0,1,1,51,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57681,,
57672,6,"More than 1,200 dry wells in California","More than 1,200 wells have run dry in California this year, a nearly 50% increase over the same time frame last year, according to the California Department of Water Resources. In comparison, fewer than 100 dry wells were reported annually in 2018, 2019 and 2020.
The groundwater crisis is worst in the San Joaquin Valley, California’s prime agricultural land. Farmers pump more groundwater because they were not getting water, or much of it, from state or federal projects. Water tables are falling with 64% of wells at below-normal water levels. About 430 wells have gone dry in Madera County so far this year. 
The Associated Press (New York), Oct 4, 2022",1/1/2022,10/4/2022,reported,10/5/2022,State,California,CA,0,1,0,0,0,0,1,1,0,1,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57672,,
57661,6,"California state, federal water projects may offer low or no water allocations in the 2023 water year","California cities and farms were warned to expect little to no water from the state and federal water projects as the water storage in the coming year as water storage in the projects’ reservoirs was low. Water officials were preparing for the possibility of a fourth consecutive year of drought. 
San Francisco Chronicle (Calif.), Oct 3, 2022",10/3/2022,11/2/2022,estimated,10/3/2022,State,California,CA,0,0,0,0,0,0,1,0,0,1,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57661,,
57596,6,"Drought, heat damaged many of the nation's crops this summer","Drought and heat ravaged many row crops, fruits and vegetables this summer. Some of the especially hard-hit crops were corn, hard red winter wheat, cotton, rice, and grain sorghum, not to mention the many crops grown in California that were cut back for lack of water.
The Washington Post (D.C.), Sept. 5, 2022",5/1/2022,9/5/2022,reported,9/7/2022,State,California,CA,0,1,0,0,0,0,0,0,0,0,1,51,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57596,,
57542,6,More than half a million acres of California farmland left unplanted,"More than 531,000 acres of farmland in California were estimated to have been left unplanted, due to drought and inadequate water supplies.
When farmers cannot plant, farm laborers, processing and distribution centers, harvesters, drivers and others have less work.
San Francisco Chronicle (Calif.), Aug 22, 2022",1/1/2022,12/31/2022,reported,8/23/2022,State,California,CA,0,1,1,0,0,0,0,1,0,0,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57542,,
57528,6,Tier 2 shortage for the Colorado River Basin,"The U.S. Bureau of Reclamation announced that the Colorado River Basin would enter a Tier 2 shortage, which will require cuts in water to Arizona of 21%, Nevada, 8% and the country of Mexico by 7%. The country’s two largest reservoirs held about a quarter of their capacity and were continuing to drop lower, which could threaten to disrupt drinking water supplies and hydropower production.
In June, Colorado River Basin states were told to devise a way to use 2 to 4 million acre-feet less water, otherwise the federal government would decide the cuts for the states. The deadline for delivering the plan was Aug. 15, which came and went without a solution. 
The Washington Post (D.C.), Aug. 16, 2022",8/16/2022,12/31/2023,reported,8/17/2022,State,California,CA,0,0,0,0,0,0,1,0,0,1,1,7,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57528,,
57493,6,"Drought forces cattle sales, beef prices remain high in the grocery store","Beef prices have hit historic highs in the last year, making beef pricier at the grocery store. Drought makes it harder and more costly to feed cattle, leading ranchers to sell cattle. With so many cattle being slaughtered, the cattle herd is getting smaller, which will contribute to keeping beef prices high in coming years. 
From March 2021 to March 2022, steak prices rose 16.7%, while prices for other beef rose 25.4%. Steak prices peaked at a record high of $10.23 per pound in November, and ground beef reached a high of $5.41 a pound in April.
Business Insider (New York), Aug. 1, 2022",3/15/2022,7/31/2022,reported,8/1/2022,State,California,CA,0,1,0,0,0,1,0,1,0,0,1,51,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57493,,
57220,6,"Californians' water use up in March, April 2022","Water conservation in May was 3.1% statewide as Northern Californians curbed water use by 8.5%, while Southern Californians cut by 2.2%. This is still shy of the 15% water conservation compared to 2020 levels that Gov. Newsom requested in July 2021. 
The Mercury News (San Jose, Calif.), July 8, 2022

Amid California’s third year of drought, urban water use was up 17.6% in April, despite Gov. Newsom’s call to conserve 15% compared to a year ago. April is the third month in 2022 where water use has risen instead of decreased. 
San Francisco Chronicle (Calif.), June 7, 2022

Californians’ water use in March was up 18.9% from March 2020 as people watered lawns earlier than usual amid the driest start to the year on record. Water use averaged 77 gallons per person per day. Even though Gov. Newsom asked for 15% water conservation, water use has gradually risen. Statewide, water consumption is up just 3.7% since July compared to 2020, falling short of Newsom’s 15% goal.
To encourage additional water conservation, Gov. Newsom pledged to direct $100 million toward a statewide advertising campaign. He also vowed to spend $211 million to save more water in state government buildings by replacing plumbing fixtures and irrigation controls.
Associated Press News (New York), May 10, 2022",3/1/2022,5/31/2022,reported,7/12/2022,State,California,CA,0,0,0,0,0,0,1,1,0,1,1,1,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57220,,
57392,6,"Drought, wildfire concerns led some cities to forego the fireworks this year","A number of cities in the West will forego fireworks this year, some due to drought and wildfire concerns, but others due to short-staffing or supply chain issues. 
Demand for fireworks was almost nonexistent during the pandemic, but suddenly demand for them is high, leading to problems with overseas shipping, transportation in the U.S., rising insurance costs and labor shortages, which have all contributed to the canceled displays.
•	Phoenix canceled its three major displays because they couldn’t get professional-grade fireworks
•	Flagstaff, AZ will have a new laser light show instead of fireworks
•	The Lake Don Pedro display in California was canceled due to drought and the low lake level
•	Wildfire concerns caused cancellations in Lompoc, CA and Castle Rock, CO
•	Albuquerque and Santa Fe in NM are go for fireworks, despite the immense wildfire activity that the state has seen this year 
Associated Press News (New York), June 27, 2022",6/27/2022,7/4/2022,reported,7/4/2022,State,California,CA,0,0,0,0,1,0,1,0,1,0,1,11,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57392,,
57174,6,"Lake Powell to receive water from Flaming Gorge, hold back water releases","To support Lake Powell, the Bureau of Reclamation will release 500,000 acre-feet of water this year from the Flaming Gorge Reservoir upstream to flow into Lake Powell. Another 480,000 acre-feet of water will also be kept in Lake Powell rather than released to Lake Mead. These two measures will keep 980,000 acre-feet in Lake Powell and raise the water level by 16 feet, allowing hydropower production to continue. Lakes Powell and Mead are both at record lows.
Reuters (New York), May 3, 2022

Flaming Gorge reservoir in Wyoming will release 500,000 acre-feet of water under a new Drought Operations Plan to bolster alarmingly low water levels at Lake Powell. The plan, approved April 21 by the Upper Colorado River Commission, does not require any water to be released from Blue Mesa near Gunnison, but also does not eliminate the possibility. The 2022 Drought Operations Plan, agreed to by the four Upper Basin states of Colorado, New Mexico, Wyoming and Utah must still be approved by the secretary of the interior.
The Colorado Sun (Denver, Colo.), April 21, 2022",4/21/2022,12/31/2022,reported,6/13/2022,State,California,CA,0,0,0,1,0,0,1,0,0,1,1,7,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57174,,
57309,6,The beef cow slaughter in the U.S. was 15% higher,"At the end of May, the beef cow slaughter for the year-to-date was 15% higher compared to last year. Range and pasture conditions nationally remained at the worst level ever for this time of year, although drought has eased in some areas, allowing for pasture conditions to improve. 
Cooler temperatures in northern areas, along with skimpy fertilizer use, were contributing to delayed and reduced pasture and hay production. In recent weeks, the slaughter data compared to last year has been increasing as limited pasture and hay production has become more apparent. 
Drought in 2021 resulted in a 9% increase in the beef cow slaughter, compared to the previous year, and a net culling of 11.6%. Drought hastened herd liquidation in 2021, leading to a 2.33% reduction in the beef cow herd in 2021.
Drovers Cattle Network (Lenexa, Kan.), June 13, 2022",1/1/2022,5/31/2022,reported,6/13/2022,State,California,CA,0,1,0,0,0,1,0,0,0,0,1,51,https://moderator.droughtreporter.unl.edu/RSSfeed/ImpactView/57309,,
